2026-07-29 14:44:11 | INFO | Обработка таблицы: Таблица 1Средняя месячная и годовая температура воздуха, С
2026-07-29 14:45:34 | INFO | Обработка таблицы: Таблица 1Средняя месячная и годовая температура воздуха, С
2026-07-29 14:45:43 | INFO | Обработка таблицы: Таблица 1Средняя месячная и годовая температура воздуха, С
2026-07-29 14:47:57 | INFO | HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-07-29 14:47:57 | INFO | LLM ОТВЕТ для 'Таблица 1Средняя месячная и годовая температура воздуха, С':
2026-07-29 14:47:57 | INFO | → –19,3, –18,9, –14,1, –8,3, –0,8, 7,8, 13,3, 10,1, 5,0, –2,9, –11,4, –15,4, –4,6
2026-07-29 14:47:57 | WARNING | Количество значений (26) ≠ ожидаемому (13)
2026-07-29 14:47:57 | WARNING | Избыток значений: 13 не использовано
2026-07-29 14:47:57 | INFO | Обработка таблицы: Таблица 2Абсолютный минимум температуры воздуха, С
2026-07-29 14:50:32 | INFO | HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-07-29 14:50:32 | INFO | LLM ОТВЕТ для 'Таблица 2Абсолютный минимум температуры воздуха, С':
2026-07-29 14:50:32 | INFO | → -48,1, -48,4, -46,0, -37,0, -27,4, -7,3, -0,8, -5,4, -10,6, -32,6, -40,6, -45,0, -48,4
2026-07-29 14:50:32 | WARNING | Количество значений (26) ≠ ожидаемому (13)
2026-07-29 14:50:32 | WARNING | Избыток значений: 13 не использовано
2026-07-29 14:50:32 | INFO | Обработка таблицы: Таблица 3Абсолютный максимум температуры воздуха, С
2026-07-29 14:52:04 | INFO | HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-07-29 14:52:04 | INFO | LLM ОТВЕТ для 'Таблица 3Абсолютный максимум температуры воздуха, С':
2026-07-29 14:52:04 | INFO | → 2,3, 2,1, 5,7, 14,2, 29,9, 29,9, 33,1, 33,8, 30,1, 23,7, 5,1, 2,1, 33,8
2026-07-29 14:52:04 | WARNING | Количество значений (26) ≠ ожидаемому (13)
2026-07-29 14:52:04 | WARNING | Избыток значений: 13 не использовано
2026-07-29 14:52:04 | INFO | Документ сохранён: output/output.docx
2026-07-29 14:52:04 | INFO | Обработка завершена.
2026-07-29 15:02:18 | INFO | Обработка таблицы: Таблица 1Средняя месячная и годовая температура воздуха, С
2026-07-29 15:05:09 | INFO | HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-07-29 15:05:09 | INFO | LLM ОТВЕТ для 'Таблица 1Средняя месячная и годовая температура воздуха, С':
2026-07-29 15:05:09 | INFO | → –19,3, –18,9, –14,1, –8,3, –0,8, 7,8, 13,3, 10,1, 5,0, –2,9, –11,4, –15,4, –4,6
2026-07-29 15:05:09 | INFO | Документ сохранён: output/output.docx
2026-07-29 15:05:09 | INFO | Обработка завершена.
2026-07-29 15:15:03 | INFO | Обработка таблицы: Таблица 1Средняя месячная и годовая температура воздуха, С
2026-07-29 15:15:14 | INFO | Обработка таблицы: Таблица 1Средняя месячная и годовая температура воздуха, С
2026-07-29 15:17:10 | INFO | HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-07-29 15:17:10 | INFO | LLM ОТВЕТ для 'Таблица 1Средняя месячная и годовая температура воздуха, С':
